domain,visits,pageviews,users,pageviews_per_session,avg_session_duration,exits
hepatitis.va.gov,69747,161609,62943,2.31707457,75.3660946,71448
marforres.marines.mil,69747,127586,57839,1.829268642,79.34170645,69747
navyreserve.navy.mil,69747,76552,28920,1.09756692,127.2442972,66345
oese.ed.gov,69747,323219,51035,4.634163477,177.7078727,66345
oig.ssa.gov,69747,134391,64644,1.926835563,71.90266248,73150
qualityindicators.ahrq.gov,69747,125885,13609,1.804880497,81.68318351,71448
reginfo.gov,69747,142897,54437,2.048790629,33.97571222,69747
thinkculturalhealth.hhs.gov,69747,457610,37425,6.560999039,538.4650953,66345
19january2017snapshot.epa.gov,68046,125885,62943,1.84999853,214.6502072,68046
corporateapps.gsa.gov,68046,93563,13609,1.374996326,107.2501102,66345
govloans.gov,68046,79954,62943,1.174999265,57.70005584,68046
gy.usembassy.gov,68046,88460,34023,1.300002939,104.6501043,64644
namus.nij.ojp.gov,68046,85058,42529,1.250007348,37.15003086,66345
rosap.ntl.bts.gov,68046,156506,27218,2.300002939,282.7252741,66345
search.consumerfinance.gov,68046,251770,40828,3.699997061,25.10002057,79954
2016.export.gov,66345,73150,64644,1.1025699,17.97433115,64644
aviationweather-bldr.ncep.noaa.gov,66345,66345,66345,1,0,66345
cumulis.epa.gov,66345,285793,64644,4.307679554,256.8971136,71448
gallery.usgs.gov,66345,68046,66345,1.025638707,0,68046
globalchange.gov,66345,98667,54437,1.487180647,40.10250961,64644
origin.wpc.ncep.noaa.gov,66345,142897,39126,2.153847313,47.76917628,102069
rma.usda.gov,66345,146299,37425,2.205124727,111.3331977,66345
sciencebase.gov,66345,153104,61241,2.307694627,132.3588062,66345
secure.rrb.gov,66345,1044507,37425,15.74356771,198.8458965,108874
autoauctions.gsa.gov,64644,381058,62943,5.894715674,366.103923,64644
dcp.psc.gov,64644,137793,30621,2.131566735,138.2889673,64644
edelweisslodgeandresort.com,64644,142897,42529,2.210522245,137.9205495,64644
hqmc.marines.mil,64644,90161,64644,1.394731143,80.21022833,68046
ncats.nih.gov,64644,185426,54437,2.868417796,277.2358301,68046
organdonor.gov,64644,90161,57839,1.394731143,89.104944,64644
response.epa.gov,64644,309610,13609,4.789462286,238.0517604,57839
sg.usembassy.gov,64644,66345,49333,1.026313347,70.07869253,54437
tn.usembassy.gov,64644,90161,34023,1.394731143,97.89437535,62943
www1.grc.nasa.gov,64644,93563,54437,1.447357837,147.9205185,62943
eddm.usps.com,62943,122483,52736,1.945935211,109.4858046,61241
fbohome.sam.gov,62943,78253,49333,1.243235944,65.72932653,57839
ors.od.nih.gov,62943,102069,57839,1.621610028,156.8368683,62943
safetosleep.nichd.nih.gov,62943,132690,59540,2.108097803,51.40508079,62943
usmarshals.gov,62943,90161,57839,1.432422986,41.81055876,62943
atlanticarea.uscg.mil,61241,105471,44230,1.722228572,56.41708986,59540
basictraining.af.mil,61241,119081,30621,1.944465309,168.8068288,59540
centcom.mil,61241,170115,54437,2.777795921,109.8341634,61241
ciencia.nasa.gov,61241,83356,52736,1.361114286,123.8620369,59540
cz.usembassy.gov,61241,117379,52736,1.91667347,181.3902451,59540
hk.usconsulate.gov,61241,112276,47632,1.833346941,75.27834294,61241
oceantoday.noaa.gov,61241,88460,52736,1.444457145,147.4733267,61241
response.restoration.noaa.gov,61241,68046,51035,1.111118368,15.77789389,61241
sbx.mcc.gov,61241,61241,61241,1,0,61241
walterreed.tricare.mil,61241,120782,40828,1.972240819,163.9734492,61241
za.usembassy.gov,61241,113977,54437,1.861122451,180.7513594,61241
beta.bls.gov,59540,273885,42529,4.600016795,153.2007894,59540
eldercare.acl.gov,59540,199035,52736,3.342878737,195.7438697,59540
fedramp.gov,59540,86759,40828,1.457154854,64.91462882,56138
humphreys.armymwr.com,59540,117379,34023,1.971430971,58.62887135,57839
insurekidsnow.gov,59540,81655,47632,1.371430971,14.71436009,59540
med.navy.mil,59540,180322,54437,3.028585825,97.00050386,61241
mycg.uscg.mil,59540,78253,44230,1.314292912,120.3149143,59540
navycollege.navy.mil,59540,142897,34023,2.400016795,187.9438361,62943
rethinkingdrinking.niaaa.nih.gov,59540,88460,59540,1.485723883,75.28611018,61241
search.gsa.gov,59540,81655,40828,1.371430971,94.77191804,39126
accesstocare.va.gov,57839,119081,62943,2.058835734,48.55894811,54437
amc.af.mil,57839,78253,51035,1.352945245,10.29414409,57839
ccr.cancer.gov,57839,85058,40828,1.470599423,26.58830547,56138
chcoc.gov,57839,66345,45931,1.1470634,40.58834005,57839
crime-data-explorer.app.cloud.gov,57839,79954,49333,1.382354467,125.5003371,57839
extsharepoint.nsf.gov,57839,236460,3402,4.088244956,433.7364754,57839
heasarc.gsfc.nasa.gov,57839,246667,40828,4.264717578,161.059268,57839
iris.custhelp.va.gov,57839,122483,54437,2.117654178,445.5306108,45931
leb.fbi.gov,57839,66345,56138,1.1470634,54.73543803,61241
mcrdsd.marines.mil,57839,107173,44230,1.852953889,118.6473833,59540
mobilefire.airnow.gov,57839,59540,28920,1.029409222,5.705890489,57839
mycreditunion.gov,57839,76552,51035,1.323536022,30.35303169,57839
orwh.od.nih.gov,57839,125885,13609,2.176472622,338.7950345,52736
pacom.mil,57839,88460,44230,1.529417867,94.23555041,57839
search.treasury.gov,57839,108874,56138,1.882363111,54.11779249,57839
tmss.gsa.gov,57839,81655,23816,1.411763689,180.0004841,20414
bf.usembassy.gov,56138,103770,37425,1.84848053,177.5757775,52736
blog.dol.gov,56138,64644,44230,1.15151947,151.1515373,56138
eweb.sba.gov,56138,144598,57839,2.575759735,68.57575973,56138
fedshirevets.gov,56138,105471,51035,1.878780861,82.93939934,56138
findtreatment.samhsa.gov,56138,134391,57839,2.393939934,106.5454594,56138
giss.nasa.gov,56138,74851,54437,1.333339271,114.7272792,57839
jblm.armymwr.com,56138,86759,42529,1.545459404,77.7272792,56138
kadena.af.mil,56138,68046,34023,1.212120133,92.60606007,56138
nihlibrary.nih.gov,56138,119081,30621,2.121219139,164.3939577,45931
search.fda.gov,56138,314713,51035,5.606060066,264.636396,34023
webwiser.nlm.nih.gov,56138,68046,57839,1.212120133,84.33333927,54437
aetc.af.mil,54437,85058,51035,1.562503444,92.78099454,54437
allhands.navy.mil,54437,100368,51035,1.843745982,45.21861969,54437
appliedsciences.nasa.gov,54437,105471,35724,1.937487371,99.34347962,56138
attains.epa.gov,54437,56138,1701,1.03124713,64.59356688,51035
bg.usembassy.gov,54437,112276,52736,2.062494259,111.4996969,52736
consumer.gov,54437,185426,47632,3.406249426,42.37489208,54437
dk.usembassy.gov,54437,83356,51035,1.531237945,60.93734041,56138
eol.jsc.nasa.gov,54437,90161,62943,1.656244833,82.71851865,62943
harp.cms.gov,54437,183724,45931,3.374983926,395.0301817,52736
lejeune.marines.mil,54437,74851,40828,1.375002296,85.37476349,54437
ojjdp.ojp.gov,54437,76552,52736,1.406249426,121.3746716,45931
psob.bja.ojp.gov,54437,258575,5103,4.749986223,915.4662821,56138
transtats.bts.gov,54437,190529,37425,3.499990815,118.5934383,57839
caregiver.va.gov,52736,137793,47632,2.61288304,332.1916717,61241
disa.mil,52736,76552,47632,1.45160801,63.5157767,52736
ivscc.gsfc.nasa.gov,52736,289196,1701,5.483844053,1629.216588,51035
map1.msc.fema.gov,52736,214345,20414,4.06449105,394.2880954,90161
mildenhall.af.mil,52736,81655,10207,1.548373028,106.2574712,51035
nightsky.jpl.nasa.gov,52736,79954,44230,1.516118022,131.1282995,52736
videocast.nih.gov,52736,119081,28920,2.258059011,40.96751745,51035
bs.usembassy.gov,51035,83356,44230,1.633310473,133.0988341,47632
cfo.usps.com,51035,199035,35724,3.899970608,598.4947193,45931
csa.fmcsa.dot.gov,51035,95264,37425,1.866640541,389.5632409,35724
iqrs.npdb.hrsa.gov,51035,151402,32322,2.966630744,146.7320466,83356
jobs.cdc.gov,51035,91862,49333,1.799980406,132.232174,49333
kh.usembassy.gov,51035,86759,40828,1.699990203,205.9648477,51035
madigan.tricare.mil,51035,66345,35724,1.299990203,85.56590575,51035
pendleton.marines.mil,51035,102069,39126,1.999980406,145.4987166,52736
section508.gov,51035,100368,37425,1.966650338,213.5314588,49333
apps.nationalmap.gov,49333,57839,42529,1.172420084,66.75916729,49333
eisenhowerlibrary.gov,49333,64644,44230,1.310360205,80.00064865,49333
eitc.irs.gov,49333,423587,42529,8.586280988,588.0737235,40828
enroll.recruiting.cbp.gov,49333,68046,37425,1.379320131,70.86264772,47632
fhfaoig.gov,49333,59540,1701,1.206900047,58.10392638,49333
hcup-us.ahrq.gov,49333,71448,49333,1.448280056,24.62088257,49333
or.water.usgs.gov,49333,56138,15310,1.137940121,59.65564632,49333
reaganlibrary.gov,49333,56138,45931,1.137940121,25.51744269,49333
selectusa.gov,49333,62943,45931,1.275880242,26.03470294,49333
tz.usembassy.gov,49333,81655,27218,1.655180103,95.00077028,51035
am.usembassy.gov,47632,153104,35724,3.214309708,264.4299421,47632
asean.usmission.gov,47632,66345,35724,1.39286614,43.17878737,47632
es-reg.usps.com,47632,73150,25517,1.535732281,168.3580156,37425
fai.gov,47632,66345,45931,1.39286614,52.96456164,47632
forums.huduser.gov,47632,115678,47632,2.428577427,21.00010497,47632
giovanni.gsfc.nasa.gov,47632,96966,6805,2.035732281,106.5005459,56138
niccs.cisa.gov,47632,168414,44230,3.535732281,137.2150025,51035
organic.ams.usda.gov,47632,165012,17012,3.464309708,120.1077637,51035
ovc.ojp.gov,47632,129288,42529,2.714309708,120.7506298,45931
search.uscourts.gov,47632,83356,28920,1.75,111.8220104,45931
support.nlm.nih.gov,47632,79954,42529,1.678577427,102.0719474,39126
account.uspto.gov,45931,66345,32322,1.444449283,81.00017417,44230
admin.myhealth.va.gov,45931,233058,10207,5.074089395,600.8160502,51035
afrc.af.mil,45931,73150,44230,1.592606301,16.29633581,44230
bragg.armymwr.com,45931,88460,35724,1.925932377,105.1483747,45931
cm.usembassy.gov,45931,78253,23816,1.703707736,300.074699,44230
combatecovid.hhs.gov,45931,52736,40828,1.148157018,68.33347848,45931
eoffer.gsa.gov,45931,299403,15310,6.518538678,350.6303586,47632
es-store.usps.com,45931,113977,10207,2.481483094,92.44464523,40828
findtreatment.gov,45931,112276,39126,2.444449283,143.666957,45931
j1visawaiverstatus.state.gov,45931,139494,23816,3.037033812,59.00013063,44230
ncis.navy.mil,45931,130989,30621,2.851864754,435.0379265,45931
rs.usembassy.gov,45931,98667,34023,2.148157018,255.3709042,44230
2id.korea.army.mil,44230,56138,11908,1.26922903,42.49995478,44230
airforcemedicine.af.mil,44230,49333,40828,1.11537418,55.2691612,45931
cancercontrol.cancer.gov,44230,90161,39126,2.03845806,33.23072575,52736
commonfund.nih.gov,44230,64644,32322,1.46154194,70.19222247,47632
dia.mil,44230,110575,44230,2.5,84.57682568,44230
erma.noaa.gov,44230,139494,10207,3.153832241,97.92294823,47632
espanol.mentalhealth.gov,44230,61241,32322,1.38460321,40.69224508,44230
fic.nih.gov,44230,76552,40828,1.73077097,74.69222247,44230
housing.af.mil,44230,62943,32322,1.42308388,35.8845806,44230
intelligence.gov,44230,62943,37425,1.42308388,52.19224508,44230
nellis.af.mil,44230,71448,30621,1.61537418,76.07682568,45931
nga.mil,44230,132690,25517,3,154.6921094,42529
nihms.nih.gov,44230,108874,25517,2.46154194,231.192019,47632
npin.cdc.gov,44230,56138,39126,1.26922903,38.15378702,45931
nspires.nasaprs.com,44230,137793,22115,3.11537418,160.2690255,44230
oedci.uspto.gov,44230,93563,20414,2.11537418,34.69226769,40828
ovcttac.gov,44230,153104,17012,3.46154194,388.2302736,44230
prod-earthquake.cr.usgs.gov,44230,45931,6805,1.03845806,18.49997739,44230
py.usembassy.gov,44230,103770,40828,2.34614515,282.7304092,44230
spinoff.nasa.gov,44230,74851,37425,1.69231291,131.192132,45931
standards.nasa.gov,44230,73150,17012,1.65385485,101.0383224,45931
surfpac.navy.mil,44230,171816,39126,3.88460321,266.4612028,40828
swpa.gov,44230,62943,10207,1.42308388,52.2691612,44230
trngcmd.marines.mil,44230,113977,40828,2.57691612,82.26911598,45931
afcent.af.mil,42529,54437,35724,1.279997178,82.95960403,40828
benning.armymwr.com,42529,86759,23816,2.039996238,173.7991488,42529
digital.gov,42529,62943,37425,1.480001881,62.0796868,40828
echo.epa.gov,42529,146299,45931,3.43998213,89.43955889,47632
images.nasa.gov,42529,83356,56138,1.959980249,53.63972819,56138
justicegrants.usdoj.gov,42529,66345,17012,1.559994357,190.4790613,42529
manchester.va.gov,42529,52736,11908,1.240000941,7.479954854,42529
mbda.gov,42529,125885,32322,2.959980249,198.91902,42529
moneyfactory.gov,42529,61241,39126,1.43998213,55.79973665,42529
mymoney.gov,42529,146299,40828,3.43998213,82.39958616,42529
ozonewatch.gsfc.nasa.gov,42529,130989,22115,3.079992476,153.4392532,42529
parkplanning.nps.gov,42529,122483,37425,2.879987773,140.5993087,37425
search.ada.gov,42529,45931,22115,1.079992476,23.27987961,39126
spangdahlem.af.mil,42529,71448,17012,1.67998307,26.75985798,42529
tj.usembassy.gov,42529,81655,25517,1.919984011,108.1594677,37425
1940census.archives.gov,40828,178621,25517,4.374963261,215.248114,34023
access.fda.gov,40828,51035,32322,1.25,26.95809249,42529
armytenmiler.com,40828,100368,25517,2.458312923,137.9987754,40828
challenge.gov,40828,69747,32322,1.708312923,33.87469384,40828
charts.noaa.gov,40828,90161,27218,2.208312923,145.9987019,37425
datadashboard.fda.gov,40828,107173,17012,2.624987754,147.1653767,34023
dpaa.mil,40828,59540,30621,1.458312923,92.20752915,40828
e-cigarettes.surgeongeneral.gov,40828,56138,28920,1.374987754,100.9157686,40828
enforcedata.dol.gov,40828,88460,34023,2.166650338,63.24943666,39126
es.medicare.gov,40828,68046,32322,1.666650338,174.2067944,39126
feb.gov,40828,47632,3402,1.166650338,59.16613599,39126
hdsc.nws.noaa.gov,40828,68046,13609,1.666650338,66.666087,40828
helpwithmybank.gov,40828,69747,35724,1.708312923,94.49916724,40828
hiv.va.gov,40828,47632,40828,1.166650338,79.9992897,40828
idp.int.identitysandbox.gov,40828,96966,13609,2.374987754,785.7430685,40828
ipp.gov,40828,49333,25517,1.208312923,64.74943666,40828
jbmdl.jb.mil,40828,68046,34023,1.666650338,110.1240325,40828
lincs.ed.gov,40828,66345,34023,1.624987754,74.37435094,42529
pages.nist.gov,40828,71448,32322,1.749975507,196.7065984,37425
prologue.blogs.archives.gov,40828,56138,35724,1.374987754,102.624106,42529
sanctuaries.noaa.gov,40828,68046,30621,1.666650338,228.456329,37425
sr.usembassy.gov,40828,73150,13609,1.791662585,448.7043696,34023
ssd.jpl.nasa.gov,40828,120782,44230,2.958312923,234.0812678,44230
tech.ed.gov,40828,115678,34023,2.833300676,174.3734692,42529
vcf.gov,40828,52736,13609,1.291662585,8.374914275,40828
womack.tricare.mil,40828,64644,28920,1.583325169,81.4992897,42529
authinternal.nih.gov,39126,52736,22115,1.347850534,82.60972244,39126
bva.va.gov,39126,45931,6805,1.173925267,91.26199969,37425
cw.usconsulate.gov,39126,52736,34023,1.347850534,144.0887645,39126
dot.usajobs.gov,39126,74851,30621,1.913075704,19.47850534,42529
fvap.gov,39126,74851,30621,1.913075704,58.82681593,39126
hood.armymwr.com,39126,52736,23816,1.347850534,30.60908347,39126
mcesg.marines.mil,39126,49333,6805,1.260875121,135.3060369,37425
me.usembassy.gov,39126,73150,28920,1.869600777,159.6541686,39126
npgallery.nps.gov,39126,110575,35724,2.82612585,119.4797577,35724
ordspub.epa.gov,39126,258575,37425,6.608776772,360.5262485,51035
pfsr.usps.com,39126,45931,13609,1.173925267,67.30519348,34023
william-beaumont.tricare.mil,39126,115678,28920,2.956550631,186.6979758,39126
airlant.usff.navy.mil,37425,62943,30621,1.681843687,34.04577154,37425
c7f.navy.mil,37425,61241,34023,1.636366065,37.13670007,37425
dod.defense.gov,37425,40828,32322,1.090928524,6.909151637,40828
europeafrica.army.mil,37425,105471,32322,2.818196393,244.7294856,37425
fiscaldata.treasury.gov,37425,68046,32322,1.818196393,315.0937341,35724
fitness.marines.mil,37425,47632,35724,1.272732131,6.863700735,40828
meetings.nsf.gov,37425,144598,13609,3.863674015,240.3657983,40828
millionhearts.hhs.gov,37425,153104,23816,4.090955244,499.6863059,35724
museum.archives.gov,37425,93563,42529,2.50001336,146.5013226,51035
mymarketnews.ams.usda.gov,37425,113977,30621,3.045477622,144.8649299,37425
nas.nasa.gov,37425,86759,20414,2.318209753,283.5480027,37425
ncifrederick.cancer.gov,37425,93563,23816,2.50001336,137.1376086,39126
no.usembassy.gov,37425,57839,27218,1.545464262,142.0921844,35724
northtexas.va.gov,37425,76552,30621,2.045477622,140.3194389,35724
pacificarea.uscg.mil,37425,61241,32322,1.636366065,66.36422178,39126
pbm.va.gov,37425,83356,28920,2.227281229,17.77287909,39126
phil.cdc.gov,37425,51035,35724,1.363660655,12.04555778,32322
quantico.marines.mil,37425,66345,32322,1.772745491,76.72796259,40828
research.va.gov,37425,52736,32322,1.409111556,37.81851703,32322
soarworks.samhsa.gov,37425,130989,37425,3.50004008,93.81902472,39126
technology.nasa.gov,37425,86759,23816,2.318209753,207.8655177,35724
wpafb.af.mil,37425,51035,34023,1.363660655,60.59144957,37425
zh.usps.com,37425,51035,25517,1.363660655,23.09111556,34023
agcounts.usda.gov,35724,90161,20414,2.523821521,175.8104356,35724
belvoir.armymwr.com,35724,47632,20414,1.333333333,47.5716885,37425
belvoirhospital.tricare.mil,35724,81655,23816,2.285718285,66.66700258,35724
bliss.armymwr.com,35724,49333,23816,1.380948382,100.7148136,34023
bo.usembassy.gov,35724,68046,30621,1.904769903,162.0008398,34023
collections.nlm.nih.gov,35724,119081,34023,3.333361326,43.09545404,32322
crime-data-explorer.fr.cloud.gov,35724,39126,30621,1.095230097,7.381004367,35724
edwards.af.mil,35724,49333,30621,1.380948382,51.90502183,35724
espanol.foodsafety.gov,35724,39126,35724,1.095230097,85.6194995,35724
idcfoews.bls.gov,35724,178621,30621,5.000027992,385.0019875,34023
internationalclaims.usps.com,35724,66345,25517,1.857154854,278.8585825,32322
jber.jb.mil,35724,51035,27218,1.428591423,26.76203673,35724
kw.usembassy.gov,35724,59540,25517,1.666666667,34.52398947,35724
math.nist.gov,35724,149701,8506,4.190488187,144.5721644,35724
nauticalcharts.noaa.gov,35724,117379,32322,3.285718285,166.1437129,37425
ndupress.ndu.edu,35724,39126,34023,1.095230097,66.28605419,35724
northflorida.va.gov,35724,73150,25517,2.047643041,248.8107995,35724
quickstats.nass.usda.gov,35724,185426,25517,5.19051618,451.4309148,39126
report.nih.gov,35724,139494,28920,3.904769903,118.2863341,35724
sd.usembassy.gov,35724,61241,25517,1.714281715,221.8583025,34023
seedfund.nsf.gov,35724,105471,34023,2.952384951,86.19093607,35724
servicerefunds.usps.com,35724,61241,22115,1.714281715,71.9051338,32322
statecancerprofiles.cancer.gov,35724,127586,18713,3.571436569,82.42901131,42529
telework.gov,35724,45931,22115,1.285718285,30.80967977,35724
ti.arc.nasa.gov,35724,86759,11908,2.428591423,411.8116672,37425
tinker.af.mil,35724,40828,34023,1.142873139,10.57149255,35724
tripler.tricare.mil,35724,54437,28920,1.523821521,34.23827119,35724
usafa.af.mil,35724,54437,34023,1.523821521,40.71450565,35724
usphs.gov,35724,117379,34023,3.285718285,422.3355167,35724
allofus.nih.gov,34023,42529,28920,1.250007348,35.60003527,35724
bamc.tricare.mil,34023,62943,28920,1.850013226,119.8001058,34023
banks.data.fdic.gov,34023,74851,25517,2.200011757,224.1502219,40828
blog.epa.gov,34023,45931,28920,1.34999853,211.9502102,32322
connect.usa.gov,34023,35724,28920,1.049995591,12.70002645,28920
ctep.cancer.gov,34023,61241,28920,1.799988243,220.2002175,30621
hill.af.mil,34023,56138,23816,1.65000147,16.70002645,34023
nz.usembassy.gov,34023,71448,28920,2.099991182,111.7501102,30621
retireefehb.opm.gov,34023,51035,27218,1.500014696,101.0000882,28920
search.dea.gov,34023,88460,22115,2.600005878,154.2001587,28920
stopfakes.gov,34023,59540,28920,1.749992652,181.8501896,34023
unwritten-record.blogs.archives.gov,34023,40828,23816,1.200011757,54.40005291,30621
westpoint.armymwr.com,34023,42529,18713,1.250007348,39.50004409,32322
whistleblowers.gov,34023,39126,30621,1.149986774,7.550010287,34023
59mdw.af.mil,32322,40828,23816,1.263164408,17.52626694,32322
cddis.nasa.gov,32322,222851,13609,6.894715674,71.36817029,47632
centraltexas.va.gov,32322,59540,30621,1.84208898,112.1574779,32322
coastalscience.noaa.gov,32322,40828,25517,1.263164408,30.42095167,32322
connect.acf.hhs.gov,32322,34023,10207,1.052626694,4.736835592,32322
connector.hrsa.gov,32322,44230,25517,1.368417796,166.6835901,32322
data.giss.nasa.gov,32322,96966,13609,3,170.7362168,37425
fj.usembassy.gov,32322,42529,27218,1.315791102,41.57880082,32322
localhelp.healthcare.gov,32322,40828,30621,1.263164408,62.15766351,35724
mcipac.marines.mil,32322,39126,22115,1.210506776,23.57886269,32322
modis.gsfc.nasa.gov,32322,79954,22115,2.473671184,192.2098261,32322
move.va.gov,32322,62943,11908,1.947373306,104.3680465,30621
mvn.usace.army.mil,32322,45931,28920,1.42104449,42.63142751,32322
ntia.doc.gov,32322,178621,23816,5.526297878,113.3680156,32322
realestatesales.gov,32322,91862,18713,2.84208898,67.42079698,32322
researchtraining.nih.gov,32322,57839,27218,1.789462286,457.1562094,18713
smartpay.gsa.gov,32322,56138,23816,1.736835592,38.78933853,35724
telehealth.hhs.gov,32322,64644,27218,2,241.6833117,32322
visibleearth.nasa.gov,32322,71448,28920,2.210506776,101.4206732,32322
youth.gov,32322,42529,30621,1.315791102,20.26307159,32322
zm.usembassy.gov,32322,69747,23816,2.157880082,253.1043252,32322
acc.af.mil,30621,39126,34023,1.277750563,71.83269652,35724
afrl.af.mil,30621,40828,30621,1.333333333,17.66650338,30621
bpa.gov,30621,69747,20414,2.277750563,243.7200614,28920
bsee.gov,30621,47632,28920,1.555533784,16.16651971,30621
cccbdb.nist.gov,30621,183724,30621,5.999934685,73.33268019,30621
forms.irs.gov,30621,209242,30621,6.833284347,32.99970608,30621
ginniemae.gov,30621,59540,28920,1.94441723,14.99986937,30621
go.usa.gov,30621,49333,25517,1.611083897,48.49955913,30621
ibwc.gov,30621,32322,3402,1.055550113,55.83282714,30621
in.ng.mil,30621,129288,15310,4.222200451,146.5542601,30621
is.usembassy.gov,30621,37425,27218,1.222200451,125.332223,27218
mk.usembassy.gov,30621,64644,28920,2.111100225,99.27690147,28920
ml.usembassy.gov,30621,54437,25517,1.777766892,68.99937951,30621
nationalblueribbonschools.ed.gov,30621,88460,27218,2.888867117,80.72149832,32322
ndu.edu,30621,44230,23816,1.444433559,7.88883446,30621
peterson.spaceforce.mil,30621,76552,23816,2.499983671,219.4980569,30621
portsmouth.tricare.mil,30621,62943,20414,2.055550113,269.8309657,32322
pwg.gsfc.nasa.gov,30621,32322,30621,1.055550113,0,32322
pwrc.usgs.gov,30621,95264,27218,3.111067568,294.775187,34023
rw.usembassy.gov,30621,57839,25517,1.888867117,151.6653277,30621
sandiego.va.gov,30621,51035,25517,1.666666667,178.0539826,28920
sbir.nih.gov,30621,56138,18713,1.833317005,63.4994285,35724
search.bea.gov,30621,39126,18713,1.277750563,19.99983671,27218
sn.usembassy.gov,30621,51035,25517,1.666666667,184.3317005,30621
veteranshealthlibrary.va.gov,30621,64644,27218,2.111100225,71.55491329,20414
afsoc.af.mil,28920,35724,28920,1.23526971,6.352835408,28920
arpc.afrc.af.mil,28920,52736,20414,1.82351314,90.8810166,28920
camp-lejeune.tricare.mil,28920,47632,13609,1.647026279,59.1167704,28920
campbell.armymwr.com,28920,39126,15310,1.352904564,7.764591978,28920
clintonwhitehouse4.archives.gov,28920,32322,28920,1.117634855,38.99944675,27218
disc.gsfc.nasa.gov,28920,69747,23816,2.411721992,89.82223375,40828
discover.dtic.mil,28920,68046,28920,2.352904564,57.58737898,35724
everify.uscis.gov,28920,125885,17012,4.352869986,16.8821231,28920
fatherhood.gov,28920,37425,28920,1.294087137,6.588139696,28920
flra.gov,28920,45931,27218,1.588208852,18.64678423,27218
interact.gsa.gov,28920,73150,22115,2.529391425,153.5271784,28920
jble.af.mil,28920,34023,25517,1.176452282,42.05819502,28920
maps.waterdata.usgs.gov,28920,39126,23816,1.352904564,56.41092669,32322
medcoe.army.mil,28920,81655,22115,2.823478562,193.8795297,28920
mn.usembassy.gov,28920,47632,22115,1.647026279,12.58803596,28920
nas.er.usgs.gov,28920,54437,28920,1.882330567,141.5861687,25517
norad.mil,28920,34023,27218,1.176452282,24.05847165,28920
oalj.dol.gov,28920,146299,5103,5.058748271,100.2338174,28920
oig.dhs.gov,28920,44230,22115,1.529391425,27.05843707,27218
phc.amedd.army.mil,28920,52736,23816,1.82351314,113.8807054,28920
prosthetics.va.gov,28920,57839,27218,1.999965422,144.8802559,23816
sheppard.af.mil,28920,35724,20414,1.23526971,168.8798755,28920
southtexas.va.gov,28920,49333,18713,1.705843707,120.4099931,28920
staging.seer.cancer.gov,28920,178621,6805,6.176383126,422.4056017,25517
unicor.gov,28920,159908,25517,5.529322268,379.9356501,28920
veterans.smokefree.gov,28920,30621,27218,1.058817427,0.235304288,28920
webb.nasa.gov,28920,57839,23816,1.999965422,105.52787,30621
wecandothis.hhs.gov,28920,34023,25517,1.176452282,65.88139696,28920
xk.usembassy.gov,28920,62943,25517,2.176452282,184.350242,30621
114fw.ang.af.mil,27218,139494,5103,5.125064296,343.5678962,27218
6thmcd.marines.mil,27218,42529,6805,1.562532148,204.0031964,27218
alaskacenters.gov,27218,34023,25517,1.25001837,47.18825777,27218
askebsa.dol.gov,27218,270483,22115,9.937651554,1049.828973,28920
asprtracie.hhs.gov,27218,30621,25517,1.125027555,63.25097362,27218
bjs.gov,27218,49333,25517,1.812513778,82.50128591,27218
blanchfield.tricare.mil,27218,42529,23816,1.562532148,171.8151958,27218
cde.drugabuse.gov,27218,44230,25517,1.625027555,95.18899258,27218
crdc.communities.ed.gov,27218,54437,10207,2.00003674,258.1915644,27218
data.ngdc.noaa.gov,27218,306207,3402,11.25016533,649.4476817,28920
defenseculture.mil,27218,47632,11908,1.75001837,202.753178,23816
drivethru.gsa.gov,27218,125885,10207,4.625064296,763.0119774,25517
dw.opm.gov,27218,45931,20414,1.687522963,26.75042251,27218
eld.fmcsa.dot.gov,27218,183724,22115,6.750091851,351.7555294,25517
epas.uspto.gov,27218,731495,13609,26.87541333,503.7578808,44230
jackson.armymwr.com,27218,91862,11908,3.375045925,73.81365273,27218
lakenheath.af.mil,27218,40828,27218,1.50003674,8.312623999,27218
macdill.af.mil,27218,35724,25517,1.312513778,21.93783526,27218
mcchord.af.mil,27218,30621,13609,1.125027555,70.8761114,27218
md.usembassy.gov,27218,44230,25517,1.625027555,152.4398927,25517
music.af.mil,27218,32322,15310,1.187522963,97.87655228,23816
nationsreportcard.gov,27218,35724,23816,1.312513778,13.93772503,27218
northcom.mil,27218,32322,22115,1.187522963,24.0003674,27218
olmsapps.dol.gov,27218,105471,10207,3.875045925,95.43901095,27218
performance.gov,27218,49333,8506,1.812513778,117.68936,23816
playbooks.idmanagement.gov,27218,32322,27218,1.187522963,184.6278933,27218
research.noaa.gov,27218,34023,22115,1.25001837,38.18811081,27218
savingsbonds.gov,27218,64644,23816,2.375045925,127.1895069,27218
search.us-cert.gov,27218,32322,22115,1.187522963,48.62576236,27218
securityhub.usalearning.gov,27218,32322,23816,1.187522963,134.814608,27218
srs.fs.usda.gov,27218,40828,25517,1.50003674,35.68807407,27218
usap.gov,27218,56138,18713,2.062532148,217.5034169,27218
usun.usmission.gov,27218,76552,18713,2.812550518,233.1286649,27218
whistleblower.gov,27218,49333,25517,1.812513778,17.18778015,27218
